num,name,address1,address2,address3,city,state,zip,county,phone
40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,NULL,NULL,FAYETTEVILLE,AR,72703,WASHINGTON,4794635113
40007,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,NULL,NULL,LITTLE ROCK,AR,72205,PULASKI,5015523000
40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,NULL,NULL,ROGERS,AR,72758,BENTON,4793388000
40011,"JOHN ED CHAMBERS MEM HOSP, INC",HIGHWAY 10 AT DETROIT STREET,NULL,NULL,DANVILLE,AR,72833,YELL,4794952241
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,NULL,NULL,SEARCY,AR,72143,WHITE,5012783100
40015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,NULL,NULL,MENA,AR,71953,POLK,4793946100
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET SLOT 557,NULL,NULL,LITTLE ROCK,AR,72205,PULASKI,5016865000
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,NULL,NULL,HARRISON,AR,72601,BOONE,8704144000
40018,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREET,NULL,NULL,VAN BUREN,AR,72956,CRAWFORD,4794714300
40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,NULL,NULL,FORREST CITY,AR,72335,SAINT FRANCIS,8702610000
40020,ST BERNARDS MEDICAL CTR,225 E JACKSON,NULL,NULL,JONESBORO,AR,72401,CRAIGHEAD,8709724100
40022,"NW ARKANSAS HOSPITALS, LLC",609 WEST MAPLE AVENUE,NULL,NULL,SPRINGDALE,AR,72764,WASHINGTON,4797515711
40026,ST JOSEPHS MERCY HEALTH CENTER INC,300 WERNER STREET,NULL,NULL,HOT SPRINGS,AR,71903,GARLAND,5016221000
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,NULL,NULL,MOUNTAIN HOME,AR,72653,BAXTER,8705081000
40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,NULL,NULL,CONWAY,AR,72034,FAULKNER,5013293831
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NULL,NULL,NORTH LITTLE ROCK,AR,72117,PULASKI,5012023000
40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,NULL,NULL,PARAGOULD,AR,72450,GREENE,8702397000
40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,NULL,NULL,RUSSELLVILLE,AR,72801,POPE,4799682841
40042,CRITTENDEN MEMORIAL HOSPITAL,200 TYLER,NULL,NULL,WEST MEMPHIS,AR,72301,CRITTENDEN,8707351500
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,NULL,NULL,POCAHONTAS,AR,72455,RANDOLPH,8708926000
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,NULL,NULL,CAMDEN,AR,71701,OUACHITA,8708361000
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,NULL,NULL,MONTICELLO,AR,71655,DREW,8703672411
40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,NULL,NULL,FORT SMITH,AR,72901,SEBASTIAN,5014414000
40062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,NULL,NULL,FORT SMITH,AR,72917,SEBASTIAN,4793146000
40067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,NULL,NULL,MAGNOLIA,AR,71754,COLUMBIA,8702353000
40069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,NULL,NULL,BLYTHEVILLE,AR,72315,MISSISSIPPI,8708387300
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,NULL,NULL,PINE BLUFF,AR,71603,JEFFERSON,8705417100
40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,NULL,NULL,STUTTGART,AR,72160,ARKANSAS,8706733511
40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,NULL,NULL,JACKSONVILLE,AR,72076,PULASKI,5019857000
40076,HOT SPRING COUNTY MEDICAL CENTER,1001 SCHNEIDER DRIVE,NULL,NULL,MALVERN,AR,72104,HOT SPRING,5013374911
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,NULL,NULL,HOT SPRINGS,AR,71901,GARLAND,5013211000
40080,HARRIS HOSPITAL,1205 MCLAIN STREET,NULL,NULL,NEWPORT,AR,72112,JACKSON,8705238911
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,NULL,NULL,BENTON,AR,72015,SALINE,5017766000
40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,NULL,NULL,HELENA,AR,72342,PHILLIPS,8703385800
40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,NULL,NULL,EL DORADO,AR,71731,UNION,8708632000
40091,MEDICAL PARK HOSPITAL,2001 SOUTH MAIN STREET,NULL,NULL,HOPE,AR,71801,HEMPSTEAD,8707772323
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",NULL,NULL,LITTLE ROCK,AR,72205,PULASKI,5012022000
40118,NEA MEDICAL CENTER,3024 STADIUM BOULEVARD,NULL,NULL,JONESBORO,AR,72401,CRAIGHEAD,8709727000
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,NULL,NULL,BATESVILLE,AR,72503,INDEPENDENCE,8702621200
40132,LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVE,NULL,NULL,HOT SPRINGS,AR,71901,GARLAND,5016241281
40134,ARKANSAS HEART HOSPITAL,1701 S SHACKLEFORD RD,NULL,NULL,LITTLE ROCK,AR,72211,PULASKI,5012197000
40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,NULL,NULL,SHERWOOD,AR,72120,PULASKI,5015527100
40142,HEALTHPARK HOSPITAL,1636 HIGDON FERRY ROAD,NULL,NULL,HOT SPRINGS,AR,71913,GARLAND,5015202000
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NULL,NULL,NO LITTLE ROCK,AR,72118,PULASKI,5017488000
40152,PHYSICIANS' SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,NULL,NULL,FAYETTEVILLE,AR,72703,WASHINGTON,4795717002
41300,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,NULL,NULL,PARIS,AR,72855,LOGAN,4799636101
41303,MERCY HOSPITAL TURNER MEMORIAL,801 WEST RIVER STREET,NULL,NULL,OZARK,AR,72949,FRANKLIN,4796674138
41305,MERCY HOSPITAL SCOTT COUNTY,1341 WEST SIXTH STREET,NULL,NULL,WALDRON,AR,72958,SCOTT,4796374135
41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,NULL,NULL,WYNNE,AR,72396,CROSS,8702383300
41308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,NULL,NULL,MCGEHEE,AR,71654,DESHA,8702225600
41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,NULL,NULL,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200
41310,STONE COUNTY MEDICAL CENTER,HIGHWAY 14 EAST,NULL,NULL,MOUNTAIN VIEW,AR,72560,STONE,8702694361
41311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NULL,NULL,NASHVILLE,AR,71852,HOWARD,8708454400
41312,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,1800 BYPASS ROAD,NULL,NULL,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000
41313,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,NULL,NULL,CLINTON,AR,72031,VAN BUREN,5017457004
41314,"DEWITT HOSPITAL & NURSING HOME, INC",1641 WHITEHEAD DRIVE,NULL,NULL,DE WITT,AR,72042,ARKANSAS,8709463571
41316,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,NULL,NULL,OSCEOLA,AR,72370,MISSISSIPPI,8705637000
41317,DALLAS COUNTY MEDICAL CENTER,201 CLIFTON STREET,NULL,NULL,FORDYCE,AR,71742,DALLAS,8703526300
41318,BOONEVILLE COMMUNITY HOSPITAL,880 WEST MAIN,NULL,NULL,BOONEVILLE,AR,72927,LOGAN,4796752800
41319,"DE QUEEN MEDICAL CENTER, INC",1306 WEST COLLIN RAYE DRIVE,NULL,NULL,DE QUEEN,AR,71832,SEVIER,8705844111
41321,BAPTIST HEALTH MEDICSL CENTER-ARKADELPHIA,3050 TWIN RIVERS DRIVE,NULL,NULL,ARKADELPHIA,AR,71923,CLARK,8702452622
41323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,NULL,NULL,CROSSETT,AR,71635,ASHLEY,8703644111
41324,ST ANTHONY'S HEALTHCARE CENTER,#4 HOSPITAL DRIVE,NULL,NULL,MORRILTON,AR,72110,CONWAY,5019772300
41326,DELTA MEMORIAL HOSPITAL,300 EAST PICKENS,NULL,NULL,DUMAS,AR,71639,DESHA,8703824303
41327,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,NULL,NULL,WARREN,AR,71671,BRADLEY,8702263731
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 HIGHWAY 65 & 82 SOUTH,NULL,NULL,LAKE VILLAGE,AR,71653,CHICOT,8702655351
41329,ST JOHN'S HOSPITAL-BERRYVILLE,214 CARTER STREET,NULL,NULL,BERRYVILLE,AR,72616,CARROLL,8704233355
41330,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,NULL,NULL,PIGGOTT,AR,72454,CLAY,8705983881
41331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,NULL,NULL,GRAVETTE,AR,72736,BENTON,4797875291
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,NULL,NULL,HAYWARD,CA,94545,ALAMEDA,5107826200
50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,NULL,NULL,EUREKA,CA,95501,HUMBOLDT,7074438051
50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,NULL,NULL,BURLINGAME,CA,94010,SAN MATEO,6506965270
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,CASTRO  DUBOCE STS,NULL,NULL,SAN FRANCISCO,CA,94114,SAN FRANCISCO,4156006000
50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NULL,NULL,NAPA,CA,94558,NAPA,7072524411
50013,ST HELENA HOSPITAL,10 WOODLAND ROAD,NULL,NULL,SAINT HELENA,CA,94574,NAPA,7079675899
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,NULL,NULL,JACKSON,CA,95642,AMADOR,2092237500
50016,ARROYO GRANDE COMMUNITY HOSPITAL,345 S HALCYON RD,NULL,NULL,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,8054894261
50017,MERCY GENERAL HOSPITAL,4001 J ST,NULL,NULL,SACRAMENTO,CA,95819,SACRAMENTO,9164534545
50018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,NULL,NULL,LOS ANGELES,CA,90012,LOS ANGELES,2136248411
50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,NULL,NULL,RIVERSIDE,CA,92501,RIVERSIDE,9517883000
50024,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NULL,NULL,NATIONAL CITY,CA,91950,SAN DIEGO,6194704321
50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,NULL,NULL,SAN DIEGO,CA,92103,SAN DIEGO,6195436222
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,NULL,NULL,LA MESA,CA,91942,SAN DIEGO,6194650711
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,NULL,NULL,ARCATA,CA,95521,HUMBOLDT,7078223621
50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,NULL,NULL,OROVILLE,CA,95966,BUTTE,5305338500
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,NULL,NULL,BAKERSFIELD,CA,93301,KERN,6613271792
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,NULL,NULL,SAN JOSE,CA,95128,SANTA CLARA,4088855000
50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,NULL,NULL,CHICO,CA,95926,BUTTE,5303327300
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,NULL,NULL,SYLMAR,CA,91342,LOS ANGELES,8183641555
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,NULL,NULL,RED BLUFF,CA,96080,TEHAMA,5305298012
50043,ALTA BATES SUMMIT MEDICAL CENTER--SUMMIT CAMPUS,350 HAWTHORNE AVENUE,NULL,NULL,OAKLAND,CA,94609,ALAMEDA,5106554000
50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,NULL,NULL,EL CENTRO,CA,92243,IMPERIAL,7603397100
50046,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,NULL,NULL,OJAI,CA,93023,VENTURA,8056402280
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,NULL,NULL,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,NULL,NULL,BANNING,CA,92220,RIVERSIDE,9517692101
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,NULL,NULL,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562
50056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,NULL,NULL,LANCASTER,CA,93534,LOS ANGELES,6619495501
50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,NULL,NULL,VISALIA,CA,93291,TULARE,5596242000
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,NULL,NULL,GLENDALE,CA,91204,LOS ANGELES,8185021900
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,NULL,NULL,FRESNO,CA,93715,FRESNO,5594596000
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,NULL,NULL,LOS ANGELES,CA,90028,LOS ANGELES,2134133000
50067,OAK VALLEY DISTRICT HOSPITAL,350 S OAK AVE,NULL,NULL,OAKDALE,CA,95361,STANISLAUS,2098473011
50069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,NULL,NULL,ORANGE,CA,92868,ORANGE,7146339111
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,NULL,NULL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6507423200
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,NULL,NULL,SANTA CLARA,CA,95051,SANTA CLARA,4082366400
50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN ST,NULL,NULL,WALNUT CREEK,CA,94596,CONTRA COSTA,9252954000
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,NULL,NULL,VALLEJO,CA,94589,SOLANO,7076511000
50075,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,NULL,NULL,OAKLAND,CA,94611,ALAMEDA,5107521000
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,NULL,NULL,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4158332646
50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,NULL,NULL,SAN DIEGO,CA,92103,SAN DIEGO,6192948111
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,NULL,NULL,SAN PEDRO,CA,90732,LOS ANGELES,3108323311
50079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,NULL,NULL,SAN PABLO,CA,94806,CONTRA COSTA,5109705000
50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,NULL,NULL,OXNARD,CA,93030,VENTURA,8059882500
50084,ST JOSEPHS MED CENTER OF STOCKTON,1800 N CALIFORNIA ST,NULL,NULL,STOCKTON,CA,95204,SAN JOAQUIN,2099432000
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,NULL,NULL,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,NULL,NULL,SONOMA,CA,95476,SONOMA,7079355106
50091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,NULL,NULL,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931
50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,NULL,NULL,FRESNO,CA,93710,FRESNO,5594503000
50095,LAUREL GROVE HOSPITAL,19933 LAKE CHABOT RD,NULL,NULL,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234
50096,"DOCTORS HOSPITAL OF WEST COVINA, INC",725 S ORANGE AVE,NULL,NULL,WEST COVINA,CA,91790,LOS ANGELES,6263388481
50099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,NULL,NULL,UPLAND,CA,91786,SAN BERNARDINO,7149852811
50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,NULL,NULL,SAN DIEGO,CA,92123,SAN DIEGO,8589393400
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,NULL,NULL,VALLEJO,CA,94589,SOLANO,7075545280
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,NULL,NULL,RIVERSIDE,CA,92503,RIVERSIDE,9516882211
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,NULL,NULL,LOS ANGELES,CA,90033,LOS ANGELES,3232685000
50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,NULL,NULL,LYNWOOD,CA,90262,LOS ANGELES,3109008900
50107,MARIAN MEDICAL CENTER,1400 E CHURCH ST,NULL,NULL,SANTA MARIA,CA,93454,SANTA BARBARA,8057393000
50108,SUTTER GENERAL HOSPITAL,2801 L STREET,NULL,NULL,SACRAMENTO,CA,95816,SACRAMENTO,9167338999
50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,NULL,NULL,LOMPOC,CA,93436,SANTA BARBARA,8057373300
50111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,NULL,NULL,LOS ANGELES,CA,90004,LOS ANGELES,2133827252
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,NULL,NULL,SANTA MONICA,CA,90404,LOS ANGELES,3103194000
50113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,NULL,NULL,SAN MATEO,CA,94403,SAN MATEO,6505732222
50115,PALOMAR MEDICAL CENTER,555 E VALLEY PARKWAY,NULL,NULL,ESCONDIDO,CA,92025,SAN DIEGO,7607393000
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NULL,NULL,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500
50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,NULL,NULL,MANTECA,CA,95336,SAN JOAQUIN,2098233111
50121,HANFORD COMMUNITY MEDICAL CENTER,450 GREENFIELD AVE,NULL,NULL,HANFORD,CA,93230,KINGS,5595829000
50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,NULL,NULL,STOCKTON,CA,95203,SAN JOAQUIN,2099445550
50124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,NULL,NULL,GLENDALE,CA,91209,LOS ANGELES,8187907100
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,NULL,NULL,SAN JOSE,CA,95116,SANTA CLARA,4082595000
50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,NULL,NULL,VAN NUYS,CA,91406,LOS ANGELES,8189023906
50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,NULL,NULL,WOODLAND,CA,95695,YOLO,5306623961
50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,NULL,NULL,OCEANSIDE,CA,92056,SAN DIEGO,7607248411
50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,NULL,NULL,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098814440
50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NULL,NULL,NOVATO,CA,94945,MARIN,4152091300
50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,NULL,NULL,SAN GABRIEL,CA,91778,LOS ANGELES,6262895454
50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,NULL,NULL,MARYSVILLE,CA,95901,YUBA,5307494300
50135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,NULL,NULL,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271
50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,NULL,NULL,PETALUMA,CA,94954,SONOMA,7077781111
50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,NULL,NULL,PANORAMA CITY,CA,91402,LOS ANGELES,8183753333
50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,NULL,NULL,LOS ANGELES,CA,90027,LOS ANGELES,3237834011
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,NULL,NULL,DOWNEY,CA,90242,LOS ANGELES,5624616007
50140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,NULL,NULL,FONTANA,CA,92335,SAN BERNARDINO,9094275500
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,NULL,NULL,MONTEREY,CA,93940,MONTEREY,8316245311
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,NULL,NULL,LOS ANGELES,CA,90015,LOS ANGELES,2137482411
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,NULL,NULL,GRASS VALLEY,CA,95945,NEVADA,5302746000
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,NULL,NULL,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4157754321
50153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,NULL,NULL,SAN JOSE,CA,95128,SANTA CLARA,4089472500
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,NULL,NULL,ENCINO,CA,91436,LOS ANGELES,8189955000
50159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,NULL,NULL,VENTURA,CA,93003,VENTURA,8056526075
50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,NULL,NULL,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000
50168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,NULL,NULL,FULLERTON,CA,92835,ORANGE,7149923000
50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,NULL,NULL,WHITTIER,CA,90602,LOS ANGELES,5266980811
50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,NULL,NULL,SANTA ROSA,CA,95405,SONOMA,7075255300
50179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,NULL,NULL,TURLOCK,CA,95382,STANISLAUS,2096674200
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,NULL,NULL,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000
50189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,NULL,NULL,KING CITY,CA,93930,MONTEREY,8313856000
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,NULL,NULL,LONG BEACH,CA,90813,LOS ANGELES,5624919000
50192,SIERRA KINGS DISTRICT HOSPITAL,372 W CYPRESS AVE,NULL,NULL,REEDLEY,CA,93654,FRESNO,5596388155
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,NULL,NULL,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,NULL,NULL,FREMONT,CA,94538,ALAMEDA,5107971111
50196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N DOUTY ST,NULL,NULL,HANFORD,CA,93230,KINGS,5595832100
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,NULL,NULL,REDWOOD CITY,CA,94062,SAN MATEO,6503675551
50204,LANCASTER COMMUNITY HOSPITAL,43830 N 10TH ST W,NULL,NULL,LANCASTER,CA,93534,LOS ANGELES,6619484781
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,NULL,NULL,GLENDORA,CA,91740,LOS ANGELES,6263350231
50211,ALAMEDA HOSPITAL,2070 CLINTON AVE,NULL,NULL,ALAMEDA,CA,94501,ALAMEDA,5105223700
50219,COAST PLAZA HOSPITAL,13100 STUDEBAKER RD,NULL,NULL,NORWALK,CA,90650,LOS ANGELES,5628683751
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,NULL,NULL,CHULA VISTA,CA,91911,SAN DIEGO,6195025800
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NULL,NULL,NEWPORT BEACH,CA,92663,ORANGE,9496458600
50225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,NULL,NULL,PARADISE,CA,95969,BUTTE,5308779361
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,NULL,NULL,ANAHEIM,CA,92801,ORANGE,7147741450
50228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,NULL,NULL,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4152068000
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,NULL,NULL,GARDEN GROVE,CA,92843,ORANGE,7145375160
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,NULL,NULL,POMONA,CA,91767,LOS ANGELES,9098659500
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,NULL,NULL,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,NULL,NULL,CORONADO,CA,92118,SAN DIEGO,6194356251
